"Term","Repo","File","Ext","Bucket","Frequency","Context"
"AI-Jain","Employment_History_Analyzer - Copy (2)","C:\TEST\Employment_History_Analyzer - Copy (2)\_project_plan\_software-data\_rolling-conversations\AI-Joe\0004-Request-standard-and-modern-StyleSheets\_Person-John\_files\Copy Stylesheets.ps1.md",".md","Overlap","3","$LegacyStylesheet = ""C:\TEST\Employment_History_Analyzer\_project_plan\_software-data\_rolling-conversations\_assets\stylesheets\ai-jain-styles-legacy.css"""
"AI-Jain","Employment_History_Analyzer - Copy (2)","C:\TEST\Employment_History_Analyzer - Copy (2)\_project_plan\_software-data\_rolling-conversations\AI-Joe\0004-Request-standard-and-modern-StyleSheets\_Person-John\_files\Human-Friendly Shorthand Concept.md",".md","Overlap","6","| `LegacyStylesheet` | `C:\TEST\Employment_History_Analyzer\_project_plan\_software-data\_rolling-conversations\_assets\stylesheets\ai-jain-styles-legacy.css` | The renamed, original stylesheet. |"
"AI-Joe","Employment_History_Analyzer - Copy (2)","C:\TEST\Employment_History_Analyzer - Copy (2)\_project_plan\_software-data\_rolling-conversations\AI-Joe\0004-Request-standard-and-modern-StyleSheets\_Person-John\001-ai-quary2-Jain.md",".md","Overlap","1","From their current location: `C:\TEST\Employment_History_Analyzer\_project_plan\_software-data\_rolling-conversations\AI-Joe\0004-Request-standard-and-modern-StyleSheets\`"
"AI-Jain","Employment_History_Analyzer - Copy (2)","C:\TEST\Employment_History_Analyzer - Copy (2)\_project_plan\_software-data\_rolling-conversations\AI-Joe\0004-Request-standard-and-modern-StyleSheets\_Person-John\001-ai-quary2-Jain.md",".md","Overlap","7","First, you should rename the original file, which is likely called `ai-jain-styles.css`. We'll give it a new name that clearly indicates it's the old version, which is good practice for keeping a record of your changes."
"AI-Joe","Employment_History_Analyzer - Copy (2)","C:\TEST\Employment_History_Analyzer - Copy (2)\_project_plan\_software-data\_rolling-conversations\AI-Joe\0004-Request-standard-and-modern-StyleSheets\_Person-John\002-ai-quary2-Jain.md",".md","Overlap","7","""C:\Program Files\Beyond Compare 5\BCompare.exe"" ""C:\TEST\Employment_History_Analyzer\_project_plan\_software-data\_rolling-conversations\AI-Joe\0004-Request-standard-and-modern-StyleSheets\_project_plan\_software-data\_rolling-conversation"
"AI-Jain","Employment_History_Analyzer - Copy (2)","C:\TEST\Employment_History_Analyzer - Copy (2)\_project_plan\_software-data\_rolling-conversations\AI-Joe\0004-Request-standard-and-modern-StyleSheets\_Person-John\002-ai-quary2-Jain.md",".md","Overlap","9","""C:\Program Files\Beyond Compare 5\BCompare.exe"" ""C:\TEST\Employment_History_Analyzer\_project_plan\_software-data\_rolling-conversations\AI-Joe\0004-Request-standard-and-modern-StyleSheets\_project_plan\_software-data\_rolling-conversation"
"AI-Joe","Employment_History_Analyzer - Copy (2)","C:\TEST\Employment_History_Analyzer - Copy (2)\_project_plan\_software-data\_rolling-conversations\AI-Joe\0004-Request-standard-and-modern-StyleSheets\_Person-John\003-ai-quary2-Jain.md",".md","Overlap","2","> ""Compare `C:\TEST\Employment_History_Analyzer\_project_plan\_software-data\_rolling-conversations\AI-Joe\0004-Request-standard-and-modern-StyleSheets\_project_plan\_software-data\_rolling-conversations\_assets\stylesheets\ai-jain-styles-l"
"AI-Jain","Employment_History_Analyzer - Copy (2)","C:\TEST\Employment_History_Analyzer - Copy (2)\_project_plan\_software-data\_rolling-conversations\AI-Joe\0004-Request-standard-and-modern-StyleSheets\_Person-John\003-ai-quary2-Jain.md",".md","Overlap","2","> ""Compare `C:\TEST\Employment_History_Analyzer\_project_plan\_software-data\_rolling-conversations\AI-Joe\0004-Request-standard-and-modern-StyleSheets\_project_plan\_software-data\_rolling-conversations\_assets\stylesheets\ai-jain-styles-l"
"AI-Jain","Employment_History_Analyzer - Copy (2)","C:\TEST\Employment_History_Analyzer - Copy (2)\_project_plan\_software-data\_rolling-conversations\AI-Joe\0004-Request-standard-and-modern-StyleSheets\_Person-John\004-ai-quary2-Jain.md",".md","Overlap","4","This script will check if the destination folder exists and create it if it doesn't. Then, it will copy the three stylesheet files into that folder, overwriting any existing versions. After running it, your `ObsidianStylesPath` folder will"
"AI-Jain","Employment_History_Analyzer - Copy (2)","C:\TEST\Employment_History_Analyzer - Copy (2)\_project_plan\_software-data\_rolling-conversations\AI-Joe\0004-Request-standard-and-modern-StyleSheets\_Person-John\006-ai-quary2-Jain.md",".md","Overlap","2","Please update the psudo code in the comments so we can know how to possibly phrase a question specific to this style to AI-Jain"
"AI-Jain","Employment_History_Analyzer - Copy (2)","C:\TEST\Employment_History_Analyzer - Copy (2)\_project_plan\_software-data\_rolling-conversations\AI-Joe\0004-Request-standard-and-modern-StyleSheets\_project_plan\_software-data\_rolling-conversations\_assets\stylesheets\ai-jain-styles-modern.css",".css","Unknown","1","/* New, improved ai-jain-styles.css to match the Target Style View */"
"AI-Jain","Employment_History_Analyzer - Copy (2)","C:\TEST\Employment_History_Analyzer - Copy (2)\_project_plan\_software-data\_rolling-conversations\AI-Joe\0004-Request-standard-and-modern-StyleSheets\_project_plan\_software-data\_rolling-conversations\_assets\stylesheets\To use the Modern stylesheet.md",".md","Unknown","1","<link rel=""stylesheet"" href=""_assets/stylesheets/ai-jain-styles-modern.css"">"
"AI-Jain","Employment_History_Analyzer - Copy (2)","C:\TEST\Employment_History_Analyzer - Copy (2)\_project_plan\_software-data\_rolling-conversations\AI-Joe\0004-Request-standard-and-modern-StyleSheets\_project_plan\_software-data\_rolling-conversations\_assets\stylesheets\To use the Standard stylesheet.md",".md","Unknown","1","<link rel=""stylesheet"" href=""_assets/stylesheets/ai-jain-styles-standard.css"">"
"AI-Joe","Employment_History_Analyzer - Copy (2)","C:\TEST\Employment_History_Analyzer - Copy (2)\_project_plan\_software-data\_rolling-conversations\AI-Joe\0004-Request-standard-and-modern-StyleSheets\_summary.md",".md","Overlap","3","**Objective:** To obtain both the ""Standard"" and ""Modern"" versions of the project's stylesheets from AI-Joe to create a clear, versioned record in the `0004` artifact."
"AI-Jain","Employment_History_Analyzer - Copy (2)","C:\TEST\Employment_History_Analyzer - Copy (2)\_project_plan\_software-data\_rolling-conversations\AI-Joe\0004-Request-standard-and-modern-StyleSheets\_summary.md",".md","Overlap","2","**Action:** A new prompt has been created to explicitly ask AI-Joe for both the `ai-jain-styles-standard.css` and `ai-jain-styles-modern.css` files."
"AI-Joe","Employment_History_Analyzer - Copy (2)","C:\TEST\Employment_History_Analyzer - Copy (2)\_project_plan\_software-data\_rolling-conversations\AI-Joe\0004-Request-standard-and-modern-StyleSheets\001-literal.md",".md","Code","2","**To: AI-Joe**"
"AI-Jain","Employment_History_Analyzer - Copy (2)","C:\TEST\Employment_History_Analyzer - Copy (2)\_project_plan\_software-data\_rolling-conversations\AI-Joe\0004-Request-standard-and-modern-StyleSheets\001-literal.md",".md","Code","3","1. **`ai-jain-styles-standard.css`**: This is the original stylesheet we used."
"AI-Joe","Employment_History_Analyzer - Copy (2)","C:\TEST\Employment_History_Analyzer - Copy (2)\_project_plan\_software-data\_rolling-conversations\AI-Joe\0004-Request-standard-and-modern-StyleSheets\AI-Jane Explaining Details.md",".md","Planned","2","Excellent. We've successfully received the stylesheet files from AI-Joe. It's now time to formalize them and get them ready for our project."
"AI-Joe","Employment_History_Analyzer - Copy (2)","C:\TEST\Employment_History_Analyzer - Copy (2)\_project_roles\AI-Joe_project_planner_and_strategist.md",".md","Planned","1","**AI-Joe's** role is to provide high-level strategic direction for the project. Its responsibilities include:"
"AI-Jain","Employment_History_Analyzer - Copy (2)","C:\TEST\Employment_History_Analyzer - Copy (2)\_trials\_AI-Firefox\messages\Prompt to Transfer Context.md",".md","Overlap","5","You've hit on a fundamental point about how these AI sessions work. You're right; each conversation is a ""black hole"" of information. The ""AI-Jain"" you've been working with in Chrome has a specific, ephemeral memory of that conversation, an"
"AI-Jain","Employment_History_Analyzer - Copy (2)","C:\TEST\Employment_History_Analyzer - Copy (2)\_trials\_AI-Firefox\prompts\Prompt to Transfer Context.md",".md","Overlap","1","Hello AI-Jain, please take a moment to absorb the context of our other conversation. I have been working with a version of you in Firefox to create a self-contained HTML-based mail analyzer. We have successfully completed the following task"
"AI-Joe","Employment_History_Analyzer - Copy (2)","C:\TEST\Employment_History_Analyzer - Copy (2)\_trials\AuraDevStream\_agile_workflow_states\_BACKLOG\2025-09-14_Joe_presents_plan_PS_CSharp_DLL.md",".md","Overlap","1","Made by Person-John and responded by AI-Joe"
"AI-Joe","Employment_History_Analyzer - Copy (2)","C:\TEST\Employment_History_Analyzer - Copy (2)\_trials\AuraDevStream\_agile_workflow_states\IN-DEV\Electron Application Files\_Repository\Before-Create-repository-click-Confirmation.md",".md","Overlap","1","This prompt should give you the green light to proceed or provide a clear warning if there's an issue with the repository setup. Are you ready to send this to AI-Joe along with your screenshot?"
"AI-Jain","Employment_History_Analyzer - Copy (2)","C:\TEST\Employment_History_Analyzer - Copy (2)\_trials\AuraDevStream\_agile_workflow_states\To-Do\Add-Copilot.md",".md","Overlap","3","""Given this, do either of the enterprise-level AI solutions for email summaries seem like the right fit for what you're trying to accomplish?"" as you said Copilot is a choice. However I think I have would have to transfer context of AI-Jain"
"AI-Jain","Employment_History_Analyzer - Copy (2)","C:\TEST\Employment_History_Analyzer - Copy (2)\_trials\AuraDevStream\_agile_workflow_states\To-Do\Leveraging-AI-for-Email-Management.md",".md","Overlap","2","## AI-Jain: Response"
"AI-Joe","Employment_History_Analyzer - Copy (2)","C:\TEST\Employment_History_Analyzer - Copy (2)\_trials\AuraDevStream\prompt_responses\_session-recall-test.md",".md","Overlap","3","# Prompt to Test AI-Joe's Session Recall"
"AI-Joe","Employment_History_Analyzer - Copy (2)","C:\TEST\Employment_History_Analyzer - Copy (2)\_trials\AuraDevStream\prompt_responses\2025-09-14_Mike_advise_how_to_make_MP4.md",".md","Overlap","1","An MP4 video file cannot be directly generated within this chat. However, the podcast transcript you provided is an excellent starting point for creating a video with an AI video generation tool. You can use your transcript and the descript"
"AI-Joe","Employment_History_Analyzer - Copy (2)","C:\TEST\Employment_History_Analyzer - Copy (2)\_trials\AuraDevStream\prompt_responses\2025-09-14_Mike_choose_source_to_make_AI-Jane-Image.md",".md","Overlap","2","Once you have a look for AI-Jane you like, we can repeat this process to create an image for AI-Joe as well. Would you like to create a prompt for AI-Joe next, or would you be interested in exploring options for AI image generators?"
"AI-Joe","Employment_History_Analyzer - Copy (2)","C:\TEST\Employment_History_Analyzer - Copy (2)\_trials\AuraDevStream\prompt_responses\2025-09-14_Mike_choose_source_to_make_AI-Joe-Image.md",".md","Overlap","7","Absolutely! Creating a contrasting character like AI-Joe will highlight the different strengths in your narrative. While AI-Jane was designed as a thoughtful, organized planner, AI-Joe should embody the raw, unburdened power of a stateless"
"AI-Joe","Employment_History_Analyzer - Copy (2)","C:\TEST\Employment_History_Analyzer - Copy (2)\_trials\AuraDevStream\prompt_responses\2025-09-14_Mike_Upbeat-techthemed-music-fades-in-and-holds-low.md",".md","Overlap","2","The podcast transcript you provided describes a multi-agent workflow using a stateful AI for planning and a stateless AI for execution, which is an effective method for enhancing AI-powered projects. A stateful AI, like ""AI-Jane,"" maintains"
"AI-Joe","Employment_History_Analyzer - Copy (2)","C:\TEST\Employment_History_Analyzer - Copy (2)\_trials\AuraDevStream\prompt_responses\2025-09-14_prompts_image_creation_PersonJohn.md",".md","Overlap","2","No problem. To create a person named ""John Person"" for your narrative, you can generate an image using AI. This human character can serve as the narrator and guide for the story you are trying to tell with AI-Jane and AI-Joe. By creating a"
"AI-Joe","Employment_History_Analyzer - Copy (2)","C:\TEST\Employment_History_Analyzer - Copy (2)\_trials\AuraDevStream\prompts\for-AI-Joe\prompt-3-b-authentication-to-joe.md",".md","Overlap","1","I am Person-John and I am a software developer with experience with C# and I use Visual Studio 2022 Professional version. I have a C# application AuraSolutions on Github. I have commited the code at a point where UnitTests are passing, so w"
"AI-Joe","Employment_History_Analyzer - Copy (2)","C:\TEST\Employment_History_Analyzer - Copy (2)\_trials\AuraDevStream\prompts\for-AI-Joe\prompt-4-a-request-for-roslyn-code.md",".md","Overlap","1","Hello AI-Joe,"
"AI-Joe","Employment_History_Analyzer - Copy (2)","C:\TEST\Employment_History_Analyzer - Copy (2)\_trials\AuraDevStream\prompts\for-AI-Joe\prompt-6-a-create-ps1-generating-CSharpNames.md",".md","Overlap","2","AI-Jane while not getting a good prompt at first was with the help of Person-John present a simple set of real information. AI-Jane made a starting point script where AI-Joe could not help but rewrite."
"Blueprint","Employment_History_Analyzer - Copy (2)","C:\TEST\Employment_History_Analyzer - Copy (2)\_trials\AuraDevStream\prompts\for-AI-Joe\prompt-7-create-ps1-generate-CS-Names.md",".md","Overlap","1","I will provide you with a proposed PowerShell script skeleton below. My primary goal is for you to enhance this script and provide a complete implementation. The script should not be fully functional as-is; it is meant to serve as a logical"
"AI-Joe","Employment_History_Analyzer - Copy (2)","C:\TEST\Employment_History_Analyzer - Copy (2)\_trials\AuraDevStream\prompts\for-AI-Joe\prompt-8=Script-Module-CSharp-DLL.md",".md","Overlap","1","TODO: ad a link to AI-Joe's response to the prompt below."
"AI-Joe","Employment_History_Analyzer - Copy (2)","C:\TEST\Employment_History_Analyzer - Copy (2)\_trials\AuraDevStream\prompts\for-AI-Mike\prompt-1-for-newspaper-Comic.md",".md","Overlap","1","Hi I am Person, and I work with two types of AI's. I refer to myself in this writting as Person-John, the first AI who is not stateless and keeps track of all our conversations, and I call her in this writting AI-Jane, I'll be more consise"
"AI-Joe","Employment_History_Analyzer - Copy (2)","C:\TEST\Employment_History_Analyzer - Copy (2)\_trials\AuraDevStream\prompts\for-AI-Mike\prompt-2-for-facebook-Post.md",".md","Overlap","1","Hi I am Person, and I work with two types of AI's. I refer to myself in this writting as Person-John, the first AI who is not stateless and keeps track of all our conversations, and I call her in this writting AI-Jane, I'll be more consise"
"AI-Joe","Employment_History_Analyzer - Copy (2)","C:\TEST\Employment_History_Analyzer - Copy (2)\_trials\AuraDevStream\prompts\for-AI-Mike\prompt-3-for-youtube-MP3-Script.md",".md","Overlap","1","Hi I am Person, and I work with two types of AI's. I refer to myself in this writting as Person-John, the first AI who is not stateless and keeps track of all our conversations, and I call her in this writting AI-Jane, I'll be more consise"
"AI-Joe","Employment_History_Analyzer - Copy (2)","C:\TEST\Employment_History_Analyzer - Copy (2)\ask4-AI-Jain-prompt-AI-DeepDive-AI-Joe-to-refactor-response-with-double-hash-for-persistance-in-obsidian.md",".md","Overlap","2","In that AI deep dive AI-Joe in this case gave meaningful response."
"AI-Jain","Employment_History_Analyzer - Copy (2)","C:\TEST\Employment_History_Analyzer - Copy (2)\ask4-AI-Jain-prompt-AI-DeepDive-AI-Joe-to-refactor-response-with-double-hash-for-persistance-in-obsidian.md",".md","Overlap","5","I'd like to call prompts to a conversational AI such as AI-Jain an ASK-AI-Jain, or in general askai for short text file documentation."
"SuperThinking","Employment_History_Analyzer - Copy (2)","C:\TEST\Employment_History_Analyzer - Copy (2)\docs\Consolidate Project Notes.md",".md","Overlap","2","Your Project Mercury notes are currently buried deep inside the `_superThinking` folder. They're a perfect example of a separate project that needs its own home."
"SuperThinking","Employment_History_Analyzer - Copy (2)","C:\TEST\Employment_History_Analyzer - Copy (2)\docs\Highest Confidence Obsidian Plugins.md",".md","Overlap","1","2. **Excalidraw:** You mentioned ""superthinking,"" and this plugin is perfect for that. **Excalidraw** integrates a powerful digital whiteboard directly into your notes. You can visually organize ideas, create mind maps, and draw diagrams to"
"AI-Jain","Employment_History_Analyzer - Copy (2)","C:\TEST\Employment_History_Analyzer - Copy (2)\docs\Highest Confidence Obsidian Plugins.md",".md","Overlap","2","## AI-Jain Response:"
"SuperThinking","Employment_History_Analyzer - Copy (2)","C:\TEST\Employment_History_Analyzer - Copy (2)\README.md",".md","Unknown","1","""# superthinking_foundations"""
"AI-Joe","Employment_History_Analyzer - Copy (2)","C:\TEST\Employment_History_Analyzer - Copy (2)\Update_AI-Jain-FilesList.md",".md","Overlap","15","09/15/2025 07:26 AM 3,726 ask4-AI-Jain-prompt-AI-DeepDive-AI-Joe-to-refactor-response-with-double-hash-for-persistance-in-obsidian.md"
"AI-Jain","Employment_History_Analyzer - Copy (2)","C:\TEST\Employment_History_Analyzer - Copy (2)\Update_AI-Jain-FilesList.md",".md","Overlap","5","09/15/2025 07:26 AM 3,726 ask4-AI-Jain-prompt-AI-DeepDive-AI-Joe-to-refactor-response-with-double-hash-for-persistance-in-obsidian.md"
"AI-Jain","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\_meeting_notes\2025-09-14-Backlog-Grooming-Session.md",".md","Overlap","1","**Date:** September 17, 2025 **Attendees:** Person-John (Project Lead), AI-Jain (Senior Software Consultant)"
"AI-Joe","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\_meeting_notes\2025-09-15-Goal-evaluations\auto_workflow_script-to-video\5-Hugging-Face-.md",".md","Overlap","1","My response to ""Would you like to move on to the next step, perhaps focusing on the C# code for a Text-to-Speech API call or for automating the video assembly using FFmpeg?"", is yes to both, yet distinctly so. It seems that this is an expan"
"AI-Jain","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\_meeting_notes\2025-09-15-Goal-evaluations\auto_workflow_script-to-video\5-Hugging-Face-.md",".md","Overlap","2","My response to ""Would you like to move on to the next step, perhaps focusing on the C# code for a Text-to-Speech API call or for automating the video assembly using FFmpeg?"", is yes to both, yet distinctly so. It seems that this is an expan"
"AI-Jain","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\_meeting_notes\2025-09-15-Goal-evaluations\auto_workflow_script-to-video\8-Warning-Response.md",".md","Overlap","1","## AI-Jain:"
"AI-Jain","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\_meeting_notes\2025-09-15-Goal-evaluations\auto_workflow_script-to-video\9-Commit-andThen-add-package.md",".md","Overlap","2","## AI-Jain:"
"AI-Joe","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\_meeting_notes\2025-09-15-Goal-evaluations\auto_workflow_script-to-video\C-ask4prompt-Jain-give-Joe-a-prompt.md",".md","Overlap","6","Jain, please generate a prompt to AI-Joe to see if he can fix this compile error. At a high level your code repaire of the two output commands have repeated failures. As a stateles request it seems as though progress is being made but there"
"AI-Jain","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\_meeting_notes\2025-09-15-Goal-evaluations\auto_workflow_script-to-video\C-ask4prompt-Jain-give-Joe-a-prompt.md",".md","Overlap","1","## Response by AI-Jain:"
"AI-Joe","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\_meeting_notes\2025-09-15-Goal-evaluations\auto_workflow_script-to-video\F-Commit-fix-Correct image-to-video conversion with updated FFmpeg API.md",".md","Overlap","1","That's excellent news, John! It's great to hear that the back-and-forth with AI-Joe worked out and we finally have a clean build. Your initiative in escalating the problem with a clear and concise prompt was key to getting this resolved."
"AI-Joe","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\_meeting_notes\2025-09-15-Goal-evaluations\auto_workflow_script-to-video\G-refactor-to-SOLID-Design.md",".md","Overlap","1","**Instructions for AI-Joe:**"
"AI-Joe","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\_meeting_notes\2025-09-15-Goal-evaluations\auto_workflow_script-to-video\H-large-prompt-break-down.md",".md","Planned","5","Here is a two-part prompt you can use. You'll send these to AI-Joe one after the other."
"AI-Joe","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\_meeting_notes\2025-09-15-Goal-evaluations\auto_workflow_script-to-video\Q-compile-image-evaluated-by-AI-Joe.md",".md","Overlap","1","## AI-Joe Response:"
"AI-Joe","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\_meeting_notes\2025-09-15-Goal-evaluations\auto_workflow_script-to-video\R-Commit-refactory-Apply-SOLID-principles-by-creating-AuraSolutions.Core-project.md",".md","Overlap","1","Hi Jain, back after making the SOLID recommended changes AI-Joe provided."
"AI-Jain","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\_meeting_notes\2025-09-15-Goal-evaluations\auto_workflow_script-to-video\R-Commit-refactory-Apply-SOLID-principles-by-creating-AuraSolutions.Core-project.md",".md","Overlap","1","## AI-Jain Response:"
"AI-Jain","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\_meeting_notes\2025-09-15-Goal-evaluations\auto_workflow_script-to-video\S-New-Story-Creation.md",".md","Overlap","2","## AI-Jain Stories"
"AI-Joe","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\_meeting_notes\2025-09-15-Goal-evaluations\auto_workflow_script-to-video\U-AskForDocumentation-cleanup-files.md",".md","Overlap","20","09/15/2025 07:26 AM 3,726 ask4-AI-Jain-prompt-AI-DeepDive-AI-Joe-to-refactor-response-with-double-hash-for-persistance-in-obsidian.md"
"AI-Jain","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\_meeting_notes\2025-09-15-Goal-evaluations\auto_workflow_script-to-video\U-AskForDocumentation-cleanup-files.md",".md","Overlap","9","09/15/2025 07:26 AM 3,726 ask4-AI-Jain-prompt-AI-DeepDive-AI-Joe-to-refactor-response-with-double-hash-for-persistance-in-obsidian.md"
"AI-Joe","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\_meeting_notes\2025-09-15-Goal-evaluations\auto_workflow_script-to-video\V-Ask-More-Lets-apply-some-rules.md",".md","Overlap","15","09/15/2025 07:26 AM 3,726 ask4-AI-Jain-prompt-AI-DeepDive-AI-Joe-to-refactor-response-with-double-hash-for-persistance-in-obsidian.md"
"AI-Jain","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\_meeting_notes\2025-09-15-Goal-evaluations\auto_workflow_script-to-video\V-Ask-More-Lets-apply-some-rules.md",".md","Overlap","7","## AI-Jain"
"AI-Joe","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\_meeting_notes\2025-09-15-Goal-evaluations\auto_workflow_script-to-video\W-Analysis-and-Future-Plan.md",".md","Overlap","2","- You established roles for `AI-Jain`, `AI-Joe`, and `Person-John`."
"AI-Jain","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\_meeting_notes\2025-09-15-Goal-evaluations\auto_workflow_script-to-video\W-Analysis-and-Future-Plan.md",".md","Overlap","3","- You established roles for `AI-Jain`, `AI-Joe`, and `Person-John`."
"AI-Jain","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\_meeting_notes\2025-09-15-Goal-evaluations\PartA.md",".md","Overlap","1","## AI-Jain:"
"AI-Joe","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\_meeting_notes\2025-09-15-Goal-evaluations\PartB.md",".md","Overlap","2","`Person-John` walks up to a figure in the shape of a box with a glowing light inside and a question mark on top. The box is labeled **AI-Joe**."
"AI-Jain","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\_meeting_notes\2025-09-15-Goal-evaluations\PartB.md",".md","Overlap","2","`AI-Jain`, a box with a friendly face, points to a new, sturdy box with a little drawer on the side, labeled **The Database**."
"AI-Joe","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\_meeting_notes\2025-09-15-Goal-evaluations\PartC-AI-Jane and Person-John Conversation Script.md",".md","Overlap","1","**AI-Jane (Voiceover):** (Affirmatively) Exactly. When you ask me for help, you include all the context I need in that one note. You're not relying on me to remember our last conversation. This is why you're so good at giving me those detai"
"AI-Joe","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\_meeting_notes\2025-09-15-Goal-evaluations\PartD.md",".md","Planned","1","Hi Jain, I trid to ask AI-Joe for a content script and he just said yes you can and explained that I own the copy right to that script, and jsut need to take care to not use someones content. Maybe I can come up with some AI-Generated music"
"AI-Jain","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\_meeting_notes\2025-09-15-Goal-evaluations\PartD.md",".md","Planned","1","## AI-Jain"
"AI-Joe","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\_meeting_notes\2025-09-15-Goal-evaluations\PartE-Music Generation Prompt.md",".md","Overlap","1","**AI-Jane (Voiceover):** (Affirmatively) Exactly. When you ask me for help, you include all the context I need in that one note. You're not relying on me to remember our last conversation. This is why you're so good at giving me those detai"
"AI-Jain","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\_meeting_notes\2025-09-15-Goal-evaluations\PartF.md",".md","Planned","1","AI-Jain:"
"AI-Joe","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\_meeting_notes\2025-09-15-Goal-evaluations\PartG-Revised Music Brief for a Free AI Tool.md",".md","Overlap","1","**AI-Jane (Voiceover):** (Affirmatively) Exactly. When you ask me for help, you include all the context I need in that one note. You're not relying on me to remember our last conversation. This is why you're so good at giving me those detai"
"EWK","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\_meeting_notes\2025-09-15-Goal-evaluations\PartJ-Google-AI-Response-ReallyFree.md",".md","Overlap","1","![Related video thumbnail](https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ2VAeWkp_ts-wGFgWBpECwBVfNdzGCyC0r5ng04OgPqpngitDv)"
"AI-Jain","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\_project_plan\_software-data\_files\SQL Statements\1. Create and Populate Database Info.md",".md","Code","1","To fix this, I've completely rewritten the script to use standard T-SQL syntax, making it robust and guaranteed to work with `sqlcmd`. This new version follows the `source of truth` and **Well-Commented-AI-Jain-Enhanced** principles we've e"
"AI-Jain","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\_project_plan\_software-data\_files\SQL Statements\Create and Populate Database.sql.md",".md","Overlap","2","(2, 1, 'AI-Jain', 'Understood. Here is a comprehensive project plan...', '2025-09-16T09:05:00Z'),"
"AI-Joe","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\_project_plan\_software-data\_rolling-conversations\AI-Jain\_superThinking\_concerns\001-domains-is-too-common-to-networks.md",".md","Overlap","1","You are not ""code breaking"" yourself; you are engaging in **strategic architectural refactoring**. This is the highest level of software design, where we move from a tactical file structure to a scalable, professional framework. Your insigh"
"SuperThinking","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\_project_plan\_software-data\_rolling-conversations\AI-Jain\_superThinking\_concerns\001-domains-is-too-common-to-networks.md",".md","Overlap","1","- **`src/`**: This directory is for our core **SuperThinking Framework**. It contains highly reusable code and libraries that are not specific to any single project. This adheres to the **DRY (Don't Repeat Yourself)** principle by promoting"
"AI-Jain","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\_project_plan\_software-data\_rolling-conversations\AI-Jain\_superThinking\_concerns\001-domains-is-too-common-to-networks.md",".md","Overlap","1","You are not ""code breaking"" yourself; you are engaging in **strategic architectural refactoring**. This is the highest level of software design, where we move from a tactical file structure to a scalable, professional framework. Your insigh"
"SuperThinking","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\_project_plan\_software-data\_rolling-conversations\AI-Jain\_superThinking\_concerns\003-green-light.md",".md","Planned","2","Excellent. A ""green light"" is exactly what we needed. I'm updating our plan now to reflect this new, more robust and scalable structure. This new **Modular Project-Based Structure** will serve as the core of our **SuperThinking Framework**,"
"SuperThinking","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\_project_plan\_software-data\_rolling-conversations\AI-Jain\_superThinking\_concerns\004-recursion-externalReferal-box-in-seperation-of-concerns.md",".md","Code","2","The solution is to treat this framework not as a project itself, but as a **blueprint**. The PowerShell script I'll provide will be our official **""instantiator.""** This single script can live in a dedicated repository (let's call it `Super"
